,name,longitud,latitud,regular,premium,diesel
20941,SERVIAVILAS SA DE CV,-108.017,25.12678,20.67,,22.37
20942,CORPORATIVO LEVAZPER SA DE CV,-105.3712,22.49067,20.58,21.98,
20944,MARIA DEL PILAR CANTAREY GONZALEZ,-99.59888,19.30702,19.7,21.61,21.8
20945,MULTISERVICIOS LA PILARICA SA DE CV ,-108.949,25.80161,,,21.45
21035,COMBUSTIBLES Y LUBRICANTES EL PUENTE S.A DE C.V.,-99.22935,22.2118,19.03,,20.52
21051,"SERVICIO EXHACIENDA LA REDONDA, S.A. DE C.V.",-98.97288,19.73687,,20.77,
21052,"Administradora de Gasolineras Xochimilco, S.A. de C.V.",-99.11617,19.26787,20.65,21.65,
21053,GASOLINERA RASAGUI S.A. DE C.V.,-98.22831,19.04418,19.49,,
21054,EMPRESAS MAROSO SA DE CV,-115.4061,32.58826,,19.95,
21055,MARIA LUISA PANDUR BERNARDINO,-97.75022,18.8894,19.98,20.9,21.75
21056,"SUPERSERVICIO TERECAR, S.A. DE C.V.",-102.285,21.92122,19.89,21.08,21.7
21057,ECOESTACION DE COMBUSTIBLES SA DE CV ,-103.4304,20.73024,20.7,21.69,21.78
21058,GASOLINERA TRES CAMINOS S.A. DE C.V.,-100.8833,28.40861,21.29,22.16,21.66
21087,"Inmobiliaria Donm, S.A. de C.V. ",-99.22445,19.46397,20.58,21.75,21.99
21088,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-116.8741,32.44604,19.09,20.49,20.19
21089,Servicio Arcangel Queretano S.A. de C.V.,-100.3745,20.60911,,,21.78
21090,"GRUPO FERCHE, S.A. DE C.V.",-97.46233,20.54523,19.32,20.31,21.29
21091,CORPOGAS HIDROCALIDO SA DE CV,-102.2905,21.9408,19.89,21.1,21.8
21092,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-97.6922,20.93871,19.35,20.15,21.29
21093,"PETROMAX, S.A. DE C.V.",-100.128,25.63159,19.99,,
21134,COMBUSTIBLES JJM SA DE CV,-99.61928,22.12646,19.9,,22.3
21135,Estacion de Servicio Copoya SA de CV,-93.10974,16.71157,19.12,20.47,20.85
21136,SUPER SERVICIO NAVA S DE RL DE CV,-100.7742,28.42449,18.55,19.32,
21137,"Combustibles Barrio Antiguo, S.A. de C.V.",-100.3064,25.66434,19.88,21.28,21.28
21138,"JAR, INFRAESTRUCTURA MARINA, S.A. DE C.V.",-99.90623,16.84838,,,22.02
21139,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.4623,19.84532,19.95,22.36,21.74
21140,CALIDAD AMBIENTAL LOWE S.A DE C.V,-101.3174,19.57379,20.38,21.86,21.63
21141,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.291,25.7684,20.67,22.09,21.82
21142,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.3233,25.68647,,21.7,21.3
21143,"TENEXTATILOYAN AUTO SERVICIO,S.A. DE C.V.",-97.597,19.72175,19.68,20.37,21.6
21144,ARRCO  GAS,-101.0739,19.79914,20.58,20.98,21.99
21145,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.668,20.61954,,,16.47
21146,MULTISERVICIOS DE COMBUSTIBLE DEL SURESTE SA CV ,-92.26729,14.88611,,19.79,
21147,SERVICIOS GLAMA SA DE CV,-98.59364,19.40213,20,21,20.8
21148,"Servicios de Calidad Veracruzanos, S.A. de C.V. ",-96.95914,18.90133,19.35,,
21149,"COMBUSERVI DE ORIENTE, S.A. DE C.V.",-98.1131,19.47838,19.2,20.38,20.5
21151,"ENERLUPE, S.A. DE C.V.",-100.7442,20.91526,,21.34,20.59
21152,OSCAR ROBERTO POLANCO CARRILLO,-94.27216,17.95032,18.85,20.55,21
21153,SERVICIO YAGGAR S.A. DE C.V.,-98.96365,19.36099,19.95,20.8,21.7
21154,"Autoservicio Tepogas, S.A. de C.V.",-99.22402,19.71225,20.1,,21.4
21155,SERVICIO BETULIA S. DE R.L. DE C.V. ,-102.1912,20.67964,20.5,21.5,21.5
21156,GILBERTO RIVERA MARTINEZ,-101.21,19.68703,19.79,20.85,
21157,ESTACION DE SERVICIOS FAMONT S.A. DE C.V.,-101.9534,20.73808,20.25,21.82,21.76
21158,"Estación de Servicio Virgilio, S.A. de C.V.",-99.07018,19.4455,,21.49,
21159,GRUPO COMERCIAL GN DEL SURESTE S.A. DE C.V.,-93.08453,16.73867,19.15,20.15,20.89
21160,Union de Ejidos de P.C. e I. A. de R.S. e I. 20 de Noviembre,-111.6854,25.06106,16,17.76,17.07
21165,"ESTACION DE SERVICIO TULES, SA DE CV",-87.05196,20.67103,19.84,21.19,21.24
21166,Servicio Ravello S.A de C.V.,-117.0346,32.53296,15.99,17.71,16.98
21167,V-RED SA DE CV,-105.1778,27.69658,20.19,21.24,21.29
21168,GRUPO GASOLINERO RIVAS SA DE CV,-102.5928,22.7558,,,20.9
21169,PETROLL GASOLINERAS SA DE CV,-100.4461,20.74677,,21.4,
21170,EMPRESAS SAN PEDRO SA DE CV,-105.5145,28.15518,19.89,20.89,20.81
21171,COMERCIAL HALMOS SA DE CV,-105.4245,25.05464,20.05,21.35,21.45
21172,Multiservicio Valladolid S.A. de C.V.,-88.21066,20.72589,20.35,21.52,22.06
21173,"GRUPO GASOLINERO COJIM, SA DE CV",-102.4026,21.03563,16.56,18.26,17.52
21174,"PETROMAX, S.A. DE C.V.",-98.1255,25.9883,14.65,16.6,20.55
21175,Carrygas S.A. de C.V.,-96.85845,19.4995,19,20.35,21
21219,"PLATINIUM GAS, S.A. DE C.V. ",-110.2999,24.05435,19.56,20.72,21.19
21220,GASOLINERA GL,-106.8942,28.39023,19.56,,
21221,"Capilla Gas, S.A. de C.V.",-99.4255,19.2082,20.05,21.1,22.2
21222,GASOLINERA SAN BARTOLO SA DE CV,-99.62616,19.22821,,20.98,21.99
21223,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-99.57941,24.87263,19.67,21.33,
21248,LUIS MIGUEL OROZCO LUCIO,-98.90472,19.9188,19.5,20.33,21.04
21249,"SERVICIO DOS CERROS, S.A. DE C.V.",-99.14668,20.24826,19.08,20.2,20.65
21250,SERVICIO LA ESMERALDA SA DE CV,-102.213,17.96117,19.07,20.54,
21251,"SERVICIO LIBRAMIENTO MIRAMAR, SA DE CV    E06401",-98.3169,22.76101,,,21.09
21252,"Grupo BG5, S.A. de C.V.",-100.4386,17.20411,19.87,21.89,21.9
21253,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.1856,20.56604,20,21.6,21.59
21254,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.1838,20.59246,20,21.6,
21255,SUPER SERVICIO NUEVO BC SA DE CV,-99.7253,18.83633,20.25,21.61,21.79
21256,OSCAR RAFAEL ORANTES COUTIÑO,-92.71151,15.87089,20.32,21.34,21.48
21257,"POLIOIL, S. DE R.L. DE C.V.",-98.23053,19.04949,19.18,20.32,
21260,SERVICIO GASOLINERO DINAMICO SA DE CV,-105.2375,20.75447,20.5,21.92,22.17
21261,"ESTACION DE SERVICIO NOR-PONIENTE, SA DE CV",-100.8287,20.553,20.5,21.7,22.5
21262,CIG Parador El Pueblito SA de CV,-100.4378,20.534,19.89,21.29,21.22
21263,Servicios y Combustibles Texistepec SA de CV,-94.80954,17.95906,,19.93,
21264,GASO C. RICA S.A. DE C.V.,-101.69,21.11677,20.49,21.79,21.75
21265,ESTACION DE SERVICIO LA CONCEPCION S.A. DE C.V.,-98.81078,20.13173,19.3,20.75,20.8
21266,"Servicio Cachanilla, S.A. de C.V.",-116.969,32.51606,20.09,21.69,20.42
21267,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,-93.2286,18.25458,18.69,20.21,20.51
21268,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,-116.6124,31.84419,,,20.39
21269,IDEA OPERADORA DE ESTACIONES SA DE CV,-115.3573,32.57676,,19.68,
21270,"GS GAS Q., S.A. DE C.V.",-100.3849,20.57658,,,22.35
21271,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",-117.0349,32.52983,19.09,,
21272,"ESTACION PIRU, S.A. DE C.V.",-115.4929,32.61305,,19.29,
21273,COMERCIALIZADORA LA PATIÑA S.A. DE C.V.,-106.3681,31.67294,20.32,21.88,21.89
21274,"SERVICIOS SAN NICOLAS, SA DE CV (ES10507)",-89.67701,21.28199,,20.74,
21275,SERVICIO PASO REAL SA DE CV ,-103.4051,20.64789,20.15,21.49,21.45
21276,MARTIN ALFONSO OLMEDA QUINTANA,-107.2806,24.39194,19.99,21.5,21.68
21277,GASOLINERA EL SAUZ DE ABAJO SA DE CV,-102.2721,20.06547,21.04,22.16,22.29
21278,Consorcio Integral Gasolinero SA de CV    E11598,-100.4612,20.64829,19.75,20.65,20.85
21286,"HIDROSINA PLUS, S.A.P.I. DE C.V.",-98.43146,18.89714,19.29,20.85,
21287,DERIVADOS DEL PETROLEO  DE TAMAULIPAS S.A. DE C.V.,-98.24761,26.0126,14.64,16.59,
21288,GASOLINAS Y LUBRICANTES DEL NORESTE S.A. DE C.V.,-98.31866,26.05476,14.64,16.59,
21289,"ESTACION RAEL, S. DE R.L. DE C.V.",-99.1965,19.62396,20.43,21.49,21.35
21290,SERVICOMBUSTIBLES UMAN S.A. DE C.V.,-88.30771,18.52507,,,20.55
21291,EDGARDO TELLEZ OLVERA,-116.6226,31.85952,,19.59,
21320,COMBUSTIBLES YAQUI-MAYO SA DE CV,-109.846,27.11647,20.2,,22.29
21353,TURBOSIMBA S.A. DE C.V.,-103.3967,20.6361,19.26,,
21354,TURBOSIMBA S.A. DE C.V.,-103.3869,20.6259,19.26,,
21355,TURBOSIMBA S.A. DE C.V.,-103.423,20.65945,19.26,20.72,
21356,SUPER COMBUSTIBLES MEXICALI SA DE CV,-115.461,32.63044,,19.68,
21390,GASOSERVICIO OILGAS EXPRESS S.A. DE C.V.,-103.387,20.64321,20.94,21.76,
21391,COMPAÑIA PETROLERA DEL PACIFICO SA DE CV,-116.1636,31.22049,,,21.99
21392,Gaso Tala S.A. de C.V ,0,0,20.59,21.89,21.29
21393,GASOLINERA EL CLUB SA DE CV,-97.03944,20.07518,19.88,21.14,
21394,"INMOBILIARIA HEMAJO DE ATLACOMULCO, S.A. DE C.V.",-100.1469,19.88024,20.29,21.74,21.61
21395,Estación de Servicio Ixtlahuaco S.A. de C.V.,-98.70406,20.87586,,20.91,
21396,JOSE LABASTIDA VARGAS,-108.8293,25.76409,20.52,22.35,22.05
21397,"MULTISERVICIOS DZILBACHEN, S.A. DE C.V.",-90.17309,19.51196,,,21.89
21398,PARIGAS SA DE CV,-97.87739,22.31081,18.39,19.99,
21399,Servicio Cupula SA de CV,-98.90702,19.4095,,,21.59
21400,"SERVICIO GALAICO, S.A. DE C.V.",-99.19307,19.63063,20.48,21.53,21.83
21401,SERVICIO LOS VENADOS SA DE CV,-110.3298,24.09019,,21.29,
21402,Servicios Ecológicos de Yucatán S. de R.L. de C.V.,-88.21841,20.69065,20.07,21.57,21.77
21403,COMBUSTIBLES RIDORSA SA DE CV,-98.25832,19.14027,19.2,20.55,20.8
21427,MEGA GASOLINERAS S.A DE C.V,-101.7355,21.091,20.51,22.75,21.54
21428,MEGA GASOLINERAS S.A DE C.V,-100.8091,20.47833,,22.09,
21429,"CORPOGAS CHAPALITA, S.A. DE C.V.",-103.3962,20.66057,20.75,21.83,
21430,GASOLINERA SUCHIXTLAHUACA SA DE CV,-97.44388,17.75781,20.55,21.4,22.2
21431,GASOLINERA HOLANDA SA DE CV,-105.0653,24.89377,19.93,21.27,21.93
21432,"HIDROCARBUROS GAS - OL, SA DE CV",-98.55053,19.66583,19.83,20.48,21.86
21433,"GASOLINERA LOS CAJONES, S.A. DE C.V.",-101.9195,19.20558,,,22.21
21434,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.1533,25.65585,,21.7,
21435,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.6472,21.12867,20.31,,21.52
21436,"GASO CANGREJOS, SA DE CV",-109.9498,22.90919,20.6,21.85,
21437,Servicio Escoserra de Culiacán S.A. de C.V.,-107.4436,24.78665,19.59,21.88,
21468,"SERVICIOS GASOLINEROS EL CASTAÑO, S.A. DE C.V.",-102.3098,21.86848,19.75,20.85,
21471,"GASERVICIO MAESTROS, S.A. DE C.V.",-103.3544,20.69336,20.8,21.21,
21473,ENERGIA Y SERVICIOS COORDINADOS S.A. DE C.V.,-103.5101,25.60795,19.79,,
21474,"ESTACION DE SERVICIO LEON, S.DER.L. DE C.V.",-100.3985,20.61324,,21.79,
21475,"Grupo Combumeza, S.A. de C.V.",-98.94544,19.25379,19.9,20.8,21.91
21476,ALEJANDRO MARIO OCHOA FRAGOSO,-99.1015,19.50028,,,21.79
21477,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-99.24593,19.82526,19.65,20.75,21.59
21478,SERVICIO XALPATLAHUAC SA DE CV ,-98.61845,17.48092,19.8,,21.8
21479,JOSE CORTE HERRERA,0,0,,,21.91
21480,ERNESTINA VARGAS GASPAR,-99.04297,19.96706,,,20.6
21481,"SERVICIOS KANASIN, SA DE CV (ES10633)",-89.59879,20.92689,,,20.84
21482,SANTIAGO TRUJILLO HURTADO,-100.5215,20.00588,20.15,21.2,21.9
21483,"COMBUSTIBLES MEDRANO, S.A. DE C.V.",-103.2911,20.65234,16.52,18.4,17.24
21489,"SUPER SERVICIO SANTA INES, S.A. DE C.V.",-102.2013,17.96135,18.95,20.45,20.5
21490,Gasolinera Northm S. de R.L. de C.V.,-100.1474,20.50786,20.67,21.87,22.11
21491,"Servicios Meta, S. A. de C. V.",-100.968,22.30077,19.61,20.9,20.98
21493,ESTACIONES DE SERVICIO S.A. DE C.V.,-100.5015,20.64465,,,21.77
21494,PETROPLAZAS S.A. DE C.V.,-107.4422,24.84372,20.7,22.6,22.6
21497,"EXPRESS GAS, S.A. DE C.V.",-101.0673,21.6294,19.79,,
21498,SERVICIOS Y GASOLINERA LA COSTERITA SA DE CV,-107.4208,24.74082,,,
21525,SERVICIOS LA EXACTA S DE RL DE CV,-105.4851,28.18227,19.85,20.84,20.86
21526,SG SAN MARCOS SA DE CV,0,0,19.5,,20.5
21527,GERARDO GARZA GARCIA,-99.2405,25.69447,19.85,20.75,21.55
21528,ESTRADA ENTERPRISES  S.A DE C.V,-99.19738,20.38619,19.31,20.19,21.33
21529,"SERV.EL TRIANGULO DEL REFUGIO,S.DER.L.DEC.V.",-116.9695,32.54699,19.05,20.25,
21530,"SUPER SERVICIO AILES, SA DE CV",-99.26826,19.64663,20.75,21.79,21.19
21531,combustibles el cuatro sa de cv,-103.0411,20.92397,21,,21.95
21532,ESTACIÓN DE SERVICIO DIAMANTE GGP,-92.28195,14.88812,18.8,20.24,21.19
21533,"TRACTO CENTER MANTE, SA DE CV",-97.86848,22.23634,18.33,20.04,
21534,"TRACTO CENTER, SA DE CV",-97.90808,22.39067,18.33,20.04,
21535,SERVICIOS GOMAR SA DE CV,-103.4145,20.53206,,,21.1
21536,"SERVI FER, S.A. DE C.V.",-99.51638,17.58752,20.09,21.65,21.45
21537,MULTISERVICIO CARRISAL SA DE CV,-101.3587,20.65216,20.47,21.79,21.61
21538,COMBUSTIBLES Y SERVICIOS LOMAS LA SALLE SA DE CV,-106.3287,29.05019,19.3,20.93,20.45
21539,"COMBUSTIBLES CHUBURNA, S.A. DE C.V.",-89.58137,20.94484,19.46,21.02,
21540,grupo gasolinero regio sa de cv,-99.18478,25.78437,19.98,20.95,21.8
21544,ESTACIONES DE SERVICIO EN TUXTLA S.A. DE C.V.,-93.11262,16.77088,19.31,20.12,20.99
21545,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.648,21.12613,20.31,,21.52
21546,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.5671,25.80156,,21.7,21.3
21547,EDGAR JOSE ARGUELLES DURAN,-99.55537,19.27617,19.99,,
21564,"AUTOSERVICIO SAN GERONIMO, S.A. DE C.V.",-100.1996,19.30633,20.54,21.89,22.59
21565,"GASOLINERA EL PAISA, S.A. DE C.V.",-102.3284,21.25546,19.78,21.37,
21566,GASISLO 2000 SA DE CV,-102.8586,23.17199,,,21.38
21580,"Servicios Sanrefe, S.A. de C.V.",-98.94935,19.84858,,21.49,
21581,ESTACION TLACOTE SA DE CV,-100.415,20.59411,19.78,21,21.6
21582,"GASOLINERA LA BARRANCA DE ALAMO, S.A. DE C.V. ",-97.67855,20.90432,,,21.19
21583,SERVI-EXPRESS VM7 SA DE CV,-97.6704,17.28123,20.6,21.47,22.59
21584,MINIESTACION EXPRESS SA DE CV,-101.3563,20.69023,,,
21585,"SERVICIOS MODERNOS DE JILOTEPEC, S.A. DE C.V.",-99.56584,20.03824,19.97,21.2,21.16
21586,"SUPER SERVICIO SOLEDAD, S.A. DE C.V.",-100.9412,22.1949,,21.11,
21587,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.2831,20.9817,20.55,22.09,21.74
21588,"VALE SERVICIOS GASOLINEROS, S.A. DE C.V.",-100.9568,22.14611,,,21.07
21589,"ESTACION GRUGAS, S. DE R.L. DE C.V.",-116.933,32.24152,18.99,20.59,
21590,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.3535,20.68251,20.23,21.64,
21591,SEBASJAL S.A. DE C.V.,-99.11169,19.81081,20.25,21.1,21.79
21592,Servicios Energéticos de Querétaro S.A. de C.V.,-100.3866,20.6151,,21.49,
21593,ESTACIONES DE SERVICIO CAMINOS DE GUANAJUATO SA CV,-100.5236,21.28868,19.79,20.9,21.8
21594,MEGA SERVICIO TAPACHULA S.A DEC.V,-92.16116,14.71644,,,21.98
21595,ABASTECIMIENTO MEXIQUENSE DE CALIDAD S.A. DE C.V.,0,0,19.4,20.7,20.7
21596,GRUPO TREHER SA DE CV,-99.10886,19.81281,20.23,21.03,21.49
21597,GASOLINERA DEL 47 S.A. DE C.V.,-97.40811,20.95322,19.15,20.39,20.99
21598,"SUMINISTROS DE GASOLINA DIEZ, S.A. DE C.V.",-103.2337,20.67772,20.76,21.5,21.84
21599,NEIL MARTIN PEREZ CAMPOS,-106.6863,31.60881,,15.99,
21600,"ESTACION GRUGAS, S. DE R.L. DE C.V.",-116.5852,31.75446,18.99,20.19,
21601,COMBUSTIBLES BARRIO 3 SA DE CV,-100.0982,22.00329,19,,20.3
21602,"GRUPO GASOLINERO J&R, S.A. DE C.V.",-98.79375,19.0468,19.75,20.9,21.2
21603,"SUPER SERVICIO AGUA DULCE, S. DE R.L. DE C.V.",-97.30706,20.38612,19.52,,
21604,"COMBUSTIBLES LAS PALMAS, S. DE R.L. DE C.V.",-97.45226,20.54613,19.36,,
21605,Gasolineria Gamboa S de R L,-93.13746,16.76569,,,21.2
21606,"AUTO SERVICIO ARO, S.A.P.I. DE C.V.",-116.8656,32.43426,18.95,20.29,20.15
21607,ESPAÑA CORPORATIVO SA DE CV,-98.22448,19.03756,18.99,20.39,
21622,"GASOLINERA LA MALINCHE , S. A . DE C.V.",-98.03349,19.03854,19.28,20.52,20.51
21623,"GRUPO BEDEZ, S.A DE C.V.",-98.42002,18.90019,19.99,21.49,21.53
21624,OPERADORA DE GASOLINERAS DEL ISTMO S.A. DE C.V.,-95.01431,16.44804,19.35,20.2,21
21625,"Servicio Relampago, S.A. DE C.V.",-100.8442,22.29301,19.55,20.77,20.91
21626,GRUPO GASOLINERO FOSELL SA DE CV,-102.2634,21.89215,19.94,20.98,21.54
21627,"AGC GASO, S.A. DE C.V.",-100.4629,20.62753,20.3,21.38,21.76
21628,"SERVICIO EL LEONCITO, S.A. DE C.V.",-100.8522,22.13767,19.51,20.7,20.85
21629,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-102.3334,21.94981,20.33,21.92,21.65
21630,GASOLINERA EL MILENARIO  AHUEHUETE S.A. DE C.V. ,-96.64194,17.04087,19.99,21.34,21.69
21631,JUAN OSCAR LIEVANO NARVAEZ,-93.10635,16.73071,,,21.55
21632,COMBUSTIBLES ECCO S.A. DE C.V.,-103.3474,20.53002,20.89,21.79,22.19
21633,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",-93.16084,17.98268,19.39,20.69,
21634,GASOLINERA JV S.A. DE C.V.,-105.6474,26.92106,19.55,20.98,20.91
21635,J CRUZ OROZCO BARRAGAN,-103.6652,18.69555,20.2,,
21636,LUBRICANTES LA OTRA S.A DE C.V,-104.4264,29.53987,14.79,16.65,20.11
21637,Feres Duran Del Llano S.A. de C.V.,-107.1285,30.36544,19.84,,20.86
21638,"COMSERPO, S.A. de C.V. ",-100.8701,22.09524,19.53,20.81,20.9
21639,HERMINIA SOLIS ARIZMENDI,-99.85522,16.87869,19.31,21.48,20.42
21641,"AUTOSERVICIOSAN JOSE MAYORAZGO DE PUEBLA, S.A DE C.V",-98.23941,19.00246,19.04,19.85,20.55
21642,"AUTOSERVICIO BENITEZ, SA DE CV",-117.0446,32.48008,18.99,20.35,20.15
21643,MULTISERVICIOS ALTOS NORTE SA DE CV,-102.1384,21.29652,20.4,21.17,22.4
21644,SERVICIO TRES VIDAS S.A DE C.V.,-99.88284,16.88018,19.64,21.05,21.09
21662,Gapodhi S.A. de C.V.,-98.72974,20.10949,19.3,20.55,20.75
21663,"GASOLINERA EL TEJAR, S.A. DE C.V.",-96.15447,19.07959,18.69,19.69,20.65
21664,ENRIQUE MATA VARGAS,-99.4032,19.01014,20.2,21.1,22.1
21665,ESTACION DE SERVICIO SUBPLATINO SA DE CV,-98.22735,19.01644,19,20.2,
21666,GASOLINERA SANTA PAULA S.A DE C.V,-103.2541,20.59942,20.75,21.58,22.1
21667,"PETROMAX, S.A. DE C.V.",-106.1591,28.74625,,,20.79
21668,GASERVICIO MORELOS SA DE CV,-111.4896,28.83967,20.95,,22.5
21669,COMBURED SA DE CV,-100.837,22.16998,19.54,,
21670,"TRANSTUR HOFRA, S.A. DE C.V.",-99.10319,19.5246,20.29,21.24,21.49
21671,OPERADORA DE COMBUSTIBLES CENTRO LOGISTICO SA DECV,-92.26176,14.89629,19.26,20.66,20.9
21672,GASOLINERA LA BENDICION SA DE CV,-92.40251,15.01359,19.76,20.82,22.06
21673,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-100.4133,20.57949,19.57,21.13,
21674,SERVICIOS INTEGRALES DEL VALLE KINSANCAR SA DE CV,-98.90453,19.25284,19.89,20.99,21.3
21675,JORGE ROBERTO JAIMES SERRANO,-99.57673,18.96195,20.78,21.92,22.37
21682,SERVICIO AGUAMARINA S.A. DE C.V.,-101.3396,20.67427,19.89,,
21696,GRUPO GASOLINERO SAMARA SA DE CV,-105.3568,20.76342,21.25,,
21697,"TEZA COMBUSTIBLES, S.A. DE C.V.",-98.92888,19.59162,20.26,21.09,21.55
21698,"GASOLINERA JOSE DE GALVEZ, SA DE CV",-100.9442,22.15184,19.39,,
21700,SERVIGAZ ARBOLEDAS SA DE CV,-102.3011,21.89865,19.7,21.04,22.08
21707,MARIA ELENA FLORES ACEVEDO,-103.0163,22.60645,20.16,21.21,21.55
21717,"DISTRIBUIDORA DE COMBUSTIBLES KARZO, S. DE R.L. DE C.V.",-97.51124,25.87803,14.89,,
21737,PETROSAB SA DE CV ,-100.4426,20.73303,20.15,21.36,21.8
21738,GASOLINERA DEL CARMEN DE SAHUAYO S.A DE C.V.,-102.7169,20.04465,20.71,22.39,22.08
21744,LISBEYDI MADRIGAL CERPAS,-102.0805,18.99816,20.8,21.4,22.9
21768,"CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.",-99.54154,27.47894,14.99,16.99,
21769,PETROSAB SA DE CV ,-100.3139,20.56989,20.26,21.49,21.77
21773,"Servicio Peñacorada, S.A. de C.V.",-100.2866,20.63121,20.15,,
21774,ROBERTO TREJO VALDES,-99.71086,17.10698,19.33,21.5,20.47
21775,OPERADORA DE COMBUSTIBLES SANTO DOMINGO S A DE CV ,-96.01987,16.6108,19.98,20.7,21.25
21776,CARBURANTES DE YUCATAN SA DE CV,-89.57233,21.02607,,,20.78
21777,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",-101.329,20.78803,20.61,22.22,21.58
21778,GASOIL TECNOLOGIAS SAPI DE CV,-96.21111,19.09668,18.73,20.05,20.59
21779,SERVICIOS ENERGETICOS ARROYO DEL REAL SA DE C V ,-99.44738,21.20044,20.16,21.24,21.41
21780,GISELLE NUÑEZ OCHOA,-105.424,25.05266,19.93,21.4,21.12
21781,ESTACION DE SERVICIO CAUCEL SA DE CV,-89.68209,21.00083,19.46,21.09,20.84
21782,MARVA Energéticos S.A. de C.V.,-97.12644,18.9003,19.07,20.49,21.11
21783,SERVICIO HÚSARES DE LA  UNIÓN SA DE CV,-101.8752,21.3895,20.52,21.89,20.83
21784,BEBA COMBUSTIBLES S.A. DE C.V.,-99.54676,19.42124,20.25,21,21.99
21785,GASOLINERA ZAVALETA S.A. DE C.V.,-98.23992,19.05444,19.44,20.34,
21786,CARVI AUTOSERVICIOS SA DE CV,-92.91898,17.96855,18.49,19.89,19.99
21787,ESTACION DE SERVICIO HACIENDA DEL POTRERO DE LA PI,-102.0273,20.35099,20.84,22.55,21.92
21788,"Diaz Gas, S.A. de C.V.",-106.4405,31.62025,13.93,15.94,18.58
21789,"Diaz Gas, S.A. de C.V.",-106.3628,31.6073,13.89,15.94,
21790,"Diaz Gas, S.A. de C.V.",-106.4259,31.74621,13.91,15.94,18.58
21819,PETRA ESTACION DE SERVICIO SA DE CV,-100.1883,20.58801,20.16,21.48,21.65
21820,ESTACION Y SERVICIOS DEL CORREDOR TAMOS SA DE CV,-97.99995,22.22004,18.72,20.3,20.74
21821,consorcio de hidrocarburos villalobos sa de cv,-103.2218,20.58529,20.84,,
21822,FRANCELLI RUBI BENAVIDES MORALES,-98.12495,25.98852,14.65,16.54,20.94
21823,Grupo Gasolinero de Occidente S.A. de C.V.,-100.4146,20.60469,,,21.77
21824,"PETRO SERVICENTRO, S.A. DE C.V.",-102.7191,20.29236,20.98,,
21825,"PETRO SERVICENTRO, S.A. DE C.V.",-102.702,20.29179,21.19,21.99,
21826,EFRAIN OSORNIO NARVAEZ,-99.58198,18.96263,20.79,22.04,
21827,"SUPER SERVICIO SALK, S.A. DE C.V.",-100.9688,22.10802,19.63,21.13,21.21
21828,"VALE SERVICIOS GASOLINEROS, S.A. DE C.V.",-100.9159,22.121,19.45,,
21829,MULTISERVICIOS EL CAMINANTE SA DE CV,-108.1579,25.36959,16.3,17.99,17.21
21830,"SERVICIO F M 3, S.A. DE C.V. ",-99.5982,27.56261,,17.2,
21849,GRUPO FUCHELA,-100.314,20.56989,20.33,21.69,21.68
21850,ESTACION DE SERVICIO FLORESTA S. DE R.L. DE C.V.,-116.6078,31.86562,18.29,19.74,
21851,MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.,-102.2892,21.97289,20.05,21.3,21.89
21852,ESTACION DE SERVICIOS EL TREBOL SA DE CV,-108.9695,25.77242,,22.67,
21853,GASO SERVICIO CRUCES S.A. DE C.V.,-101.6428,21.15055,20.71,21.89,22.15
21854,"OLIVANDERS, S.A. DE C.V.",-89.70158,20.98456,,21.09,
21855,GASOLINEXPRESSOLEDAD S.A. DE C.V.,-100.947,22.19048,18.68,20.24,
21856,SERVICIO ORDAZ SOCIEDAD ANONIMA DE CAPITAL VARIABLE,-100.4214,20.554,20.29,21.59,21.99
21857,"SERVICIO RODELI 2, S.A.P.I. DE C.V.",-100.4413,20.5297,20.09,21.29,
